day,session,temperature,weather,treatment,identity,sex,cycle,territory,agonistic,recipient
1,1,15,cloudy,control,Captain_Hook,male,prenesting,3a,2a,Einband
1,1,15,cloudy,control,Captain_Hook,male,prenesting,3a,1b,Einband
1,1,15,cloudy,control,Captain_Hook,male,prenesting,3a,1b,Einband
1,1,15,cloudy,control,Captain_Hook,male,prenesting,3a,1b,Einband
1,1,15,cloudy,control,Captain_Hook,male,prenesting,3a,1b,Scruffy
1,1,15,cloudy,control,Captain_Hook,male,prenesting,3a,1b,Scruffy
1,1,15,cloudy,control,Captain_Hook,male,prenesting,3a,2b,Scruffy
1,1,15,cloudy,control,Captain_Hook,male,prenesting,2b,2b,Scruffy
1,1,15,cloudy,control,Captain_Hook,male,prenesting,2b,2b,Einband
1,1,15,cloudy,control,Captain_Hook,male,prenesting,2b,2b,Einband
1,1,15,cloudy,control,Captain_Hook,male,prenesting,NA,5b,Einband
1,1,15,cloudy,control,Captain_Hook,male,prenesting,NA,1c,Einband
1,1,15,cloudy,control,Captain_Hook,male,prenesting,NA,5e,Gelbbauch
1,1,15,cloudy,control,Scruffy,female,prenesting,1a,4a,Gelbbauch
1,1,15,cloudy,control,Scruffy,female,prenesting,2b,4c,Gelbbauch
1,1,15,cloudy,control,Scruffy,female,prenesting,3b,NA,NA
1,1,15,cloudy,control,Scruffy,female,prenesting,4b,NA,NA
1,1,15,cloudy,control,Scruffy,female,prenesting,4c,NA,NA
1,1,15,cloudy,control,Scruffy,female,prenesting,2d,NA,NA
1,1,15,cloudy,control,Scruffy,female,prenesting,4d,NA,NA
1,1,15,cloudy,control,Scruffy,female,prenesting,4d,NA,NA
1,1,15,cloudy,control,Scruffy,female,prenesting,5e,NA,NA
1,1,15,cloudy,control,Scruffy,female,prenesting,5e,NA,NA
1,1,15,cloudy,control,Droopy,female,prenesting,1a,3a,Scruffy
1,1,15,cloudy,control,Droopy,female,prenesting,2a,1b,Einband
1,1,15,cloudy,control,Droopy,female,prenesting,1b,1b,Einband
1,1,15,cloudy,control,Droopy,female,prenesting,1b,1b,Scruffy
1,1,15,cloudy,control,Droopy,female,prenesting,1b,2b,Scruffy
1,1,15,cloudy,control,Droopy,female,prenesting,1b,NA,NA
1,1,15,cloudy,control,Droopy,female,prenesting,2b,NA,NA
1,1,15,cloudy,control,Droopy,female,prenesting,2b,NA,NA
1,1,15,cloudy,control,Droopy,female,prenesting,2b,NA,NA
1,1,15,cloudy,control,Droopy,female,prenesting,3b,NA,NA
1,1,15,cloudy,control,Gelbwange,male,prenesting,2a,NA,NA
1,1,15,cloudy,control,Gelbwange,male,prenesting,2a,NA,NA
1,1,15,cloudy,control,Gelbwange,male,prenesting,2b,NA,NA
1,1,15,cloudy,control,Gelbwange,male,prenesting,4b,NA,NA
1,1,15,cloudy,control,Gelbwange,male,prenesting,5b,NA,NA
1,1,15,cloudy,control,Gelbwange,male,prenesting,2c,NA,NA
1,1,15,cloudy,control,Gelbwange,male,prenesting,1d,NA,NA
1,1,15,cloudy,control,Gelbwange,male,prenesting,3d,NA,NA
1,1,15,cloudy,control,Gelbwange,male,prenesting,4e,NA,NA
1,1,15,cloudy,control,Gelbwange,male,prenesting,5e,NA,NA
1,1,15,cloudy,control,Gelbbauch,female,prenesting,1a,5b,Captain_Hook
1,1,15,cloudy,control,Gelbbauch,female,prenesting,1a,1d,Captain_Hook
1,1,15,cloudy,control,Gelbbauch,female,prenesting,2a,2d,Captain_Hook
1,1,15,cloudy,control,Gelbbauch,female,prenesting,2b,2d,Captain_Hook
1,1,15,cloudy,control,Gelbbauch,female,prenesting,4c,4d,Captain_Hook
1,1,15,cloudy,control,Gelbbauch,female,prenesting,1d,4d,Captain_Hook
1,1,15,cloudy,control,Gelbbauch,female,prenesting,1d,4d,Captain_Hook
1,1,15,cloudy,control,Gelbbauch,female,prenesting,2d,4d,Captain_Hook
1,1,15,cloudy,control,Gelbbauch,female,prenesting,4d,NA,NA
1,1,15,cloudy,control,Gelbbauch,female,prenesting,5e,NA,NA
1,1,15,cloudy,control,Einband,male,prenesting,2a,2a,Captain_Hook
1,1,15,cloudy,control,Einband,male,prenesting,2a,2a,Captain_Hook
1,1,15,cloudy,control,Einband,male,prenesting,2a,NA,NA
1,1,15,cloudy,control,Einband,male,prenesting,2a,NA,NA
1,1,15,cloudy,control,Einband,male,prenesting,4b,NA,NA
1,1,15,cloudy,control,Einband,male,prenesting,4b,NA,NA
1,1,15,cloudy,control,Einband,male,prenesting,5b,NA,NA
1,1,15,cloudy,control,Einband,male,prenesting,4c,NA,NA
1,1,15,cloudy,control,Einband,male,prenesting,5c,NA,NA
1,1,15,cloudy,control,Einband,male,prenesting,5e,NA,NA
1,2,,rainy,control,Captain_Hook,male,prenesting,1b,3b,Gelbwange
1,2,,rainy,control,Captain_Hook,male,prenesting,1b,2c,Gelbwange
1,2,,rainy,control,Captain_Hook,male,prenesting,2b,4c,Gelbbauch
1,2,,rainy,control,Captain_Hook,male,prenesting,2b,NA,NA
1,2,,rainy,control,Captain_Hook,male,prenesting,3c,NA,NA
1,2,,rainy,control,Captain_Hook,male,prenesting,3c,NA,NA
1,2,,rainy,control,Captain_Hook,male,prenesting,3c,NA,NA
1,2,,rainy,control,Captain_Hook,male,prenesting,4c,NA,NA
1,2,,rainy,control,Captain_Hook,male,prenesting,3d,NA,NA
1,2,,rainy,control,Captain_Hook,male,prenesting,3d,NA,NA
1,2,,rainy,control,Scruffy,female,prenesting,2a,NA,NA
1,2,,rainy,control,Scruffy,female,prenesting,2a,NA,NA
1,2,,rainy,control,Scruffy,female,prenesting,2a,NA,NA
1,2,,rainy,control,Scruffy,female,prenesting,3a,NA,NA
1,2,,rainy,control,Scruffy,female,prenesting,3b,NA,NA
1,2,,rainy,control,Scruffy,female,prenesting,3b,NA,NA
1,2,,rainy,control,Scruffy,female,prenesting,3c,NA,NA
1,2,,rainy,control,Scruffy,female,prenesting,3c,NA,NA
1,2,,rainy,control,Scruffy,female,prenesting,3d,NA,NA
1,2,,rainy,control,Scruffy,female,prenesting,2c,NA,NA
1,2,,rainy,control,Droopy,female,prenesting,2a,NA,NA
1,2,,rainy,control,Droopy,female,prenesting,2a,NA,NA
1,2,,rainy,control,Droopy,female,prenesting,3b,NA,NA
1,2,,rainy,control,Droopy,female,prenesting,3b,NA,NA
1,2,,rainy,control,Droopy,female,prenesting,3b,NA,NA
1,2,,rainy,control,Droopy,female,prenesting,2b,NA,NA
1,2,,rainy,control,Droopy,female,prenesting,1b,NA,NA
1,2,,rainy,control,Droopy,female,prenesting,3c,NA,NA
1,2,,rainy,control,Droopy,female,prenesting,3c,NA,NA
1,2,,rainy,control,Droopy,female,prenesting,3c,NA,NA
1,2,,rainy,control,Gelbwange,male,prenesting,1b,NA,NA
1,2,,rainy,control,Gelbwange,male,prenesting,1b,NA,NA
1,2,,rainy,control,Gelbwange,male,prenesting,4c,NA,NA
1,2,,rainy,control,Gelbwange,male,prenesting,4c,NA,NA
1,2,,rainy,control,Gelbwange,male,prenesting,4c,NA,NA
1,2,,rainy,control,Gelbwange,male,prenesting,5c,NA,NA
1,2,,rainy,control,Gelbwange,male,prenesting,3d,NA,NA
1,2,,rainy,control,Gelbwange,male,prenesting,3d,NA,NA
1,2,,rainy,control,Gelbwange,male,prenesting,3d,NA,NA
1,2,,rainy,control,Gelbwange,male,prenesting,3d,NA,NA
1,2,,rainy,control,Gelbbauch,female,prenesting,1d,NA,NA
1,2,,rainy,control,Gelbbauch,female,prenesting,1d,NA,NA
1,2,,rainy,control,Gelbbauch,female,prenesting,1d,NA,NA
1,2,,rainy,control,Gelbbauch,female,prenesting,1d,NA,NA
1,2,,rainy,control,Gelbbauch,female,prenesting,1d,NA,NA
1,2,,rainy,control,Gelbbauch,female,prenesting,1d,NA,NA
1,2,,rainy,control,Gelbbauch,female,prenesting,2d,NA,NA
1,2,,rainy,control,Gelbbauch,female,prenesting,2d,NA,NA
1,2,,rainy,control,Gelbbauch,female,prenesting,2d,NA,NA
1,2,,rainy,control,Gelbbauch,female,prenesting,2d,NA,NA
1,2,,rainy,control,Einband,male,prenesting,2a,2a,Gelbbauch
1,2,,rainy,control,Einband,male,prenesting,2a,2d,Gelbbauch
1,2,,rainy,control,Einband,male,prenesting,3a,NA,NA
1,2,,rainy,control,Einband,male,prenesting,3a,NA,NA
1,2,,rainy,control,Einband,male,prenesting,3a,NA,NA
1,2,,rainy,control,Einband,male,prenesting,1b,NA,NA
1,2,,rainy,control,Einband,male,prenesting,2b,NA,NA
1,2,,rainy,control,Einband,male,prenesting,3c,NA,NA
1,2,,rainy,control,Einband,male,prenesting,3c,NA,NA
1,2,,rainy,control,Einband,male,prenesting,2d,NA,NA
2,1,15,cloudy,control,Captain_Hook,male,prenesting,1b,2a,Einband
2,1,15,cloudy,control,Captain_Hook,male,prenesting,1b,2a,Einband
2,1,15,cloudy,control,Captain_Hook,male,prenesting,1b,2b,Einband
2,1,15,cloudy,control,Captain_Hook,male,prenesting,2b,2b,Scruffy
2,1,15,cloudy,control,Captain_Hook,male,prenesting,2b,3d,Gelbbauch
2,1,15,cloudy,control,Captain_Hook,male,prenesting,2c,NA,NA
2,1,15,cloudy,control,Captain_Hook,male,prenesting,3c,NA,NA
2,1,15,cloudy,control,Captain_Hook,male,prenesting,3c,NA,NA
2,1,15,cloudy,control,Captain_Hook,male,prenesting,3c,NA,NA
2,1,15,cloudy,control,Captain_Hook,male,prenesting,2e,NA,NA
2,1,15,cloudy,control,Scruffy,female,prenesting,2a,2b,Captain_Hook
2,1,15,cloudy,control,Scruffy,female,prenesting,4a,NA,NA
2,1,15,cloudy,control,Scruffy,female,prenesting,2b,NA,NA
2,1,15,cloudy,control,Scruffy,female,prenesting,4b,NA,NA
2,1,15,cloudy,control,Scruffy,female,prenesting,4b,NA,NA
2,1,15,cloudy,control,Scruffy,female,prenesting,3c,NA,NA
2,1,15,cloudy,control,Scruffy,female,prenesting,3c,NA,NA
2,1,15,cloudy,control,Scruffy,female,prenesting,3c,NA,NA
2,1,15,cloudy,control,Scruffy,female,prenesting,4d,NA,NA
2,1,15,cloudy,control,Scruffy,female,prenesting,4d,NA,NA
2,1,15,cloudy,control,Droopy,female,prenesting,1b,NA,NA
2,1,15,cloudy,control,Droopy,female,prenesting,1b,NA,NA
2,1,15,cloudy,control,Droopy,female,prenesting,1b,NA,NA
2,1,15,cloudy,control,Droopy,female,prenesting,1b,NA,NA
2,1,15,cloudy,control,Droopy,female,prenesting,1b,NA,NA
2,1,15,cloudy,control,Droopy,female,prenesting,1b,NA,NA
2,1,15,cloudy,control,Droopy,female,prenesting,1b,NA,NA
2,1,15,cloudy,control,Droopy,female,prenesting,1b,NA,NA
2,1,15,cloudy,control,Droopy,female,prenesting,1b,NA,NA
2,1,15,cloudy,control,Droopy,female,prenesting,1b,NA,NA
2,1,15,cloudy,control,Gelbwange,male,prenesting,3a,3b,Droopy
2,1,15,cloudy,control,Gelbwange,male,prenesting,3a,NA,NA
2,1,15,cloudy,control,Gelbwange,male,prenesting,3a,NA,NA
2,1,15,cloudy,control,Gelbwange,male,prenesting,3a,NA,NA
2,1,15,cloudy,control,Gelbwange,male,prenesting,3a,NA,NA
2,1,15,cloudy,control,Gelbwange,male,prenesting,3b,NA,NA
2,1,15,cloudy,control,Gelbwange,male,prenesting,3b,NA,NA
2,1,15,cloudy,control,Gelbwange,male,prenesting,3c,NA,NA
2,1,15,cloudy,control,Gelbwange,male,prenesting,3c,NA,NA
2,1,15,cloudy,control,Gelbwange,male,prenesting,1d,NA,NA
2,1,15,cloudy,control,Gelbbauch,female,prenesting,2b,NA,NA
2,1,15,cloudy,control,Gelbbauch,female,prenesting,2b,NA,NA
2,1,15,cloudy,control,Gelbbauch,female,prenesting,3b,NA,NA
2,1,15,cloudy,control,Gelbbauch,female,prenesting,4b,NA,NA
2,1,15,cloudy,control,Gelbbauch,female,prenesting,4b,NA,NA
2,1,15,cloudy,control,Gelbbauch,female,prenesting,3c,NA,NA
2,1,15,cloudy,control,Gelbbauch,female,prenesting,4d,NA,NA
2,1,15,cloudy,control,Gelbbauch,female,prenesting,4d,NA,NA
2,1,15,cloudy,control,Gelbbauch,female,prenesting,4d,NA,NA
2,1,15,cloudy,control,Gelbbauch,female,prenesting,4d,NA,NA
2,1,15,cloudy,control,Einband,male,prenesting,2a,3b,Gelbbauch
2,1,15,cloudy,control,Einband,male,prenesting,2a,4b,Gelbbauch
2,1,15,cloudy,control,Einband,male,prenesting,2a,3c,Gelbbauch
2,1,15,cloudy,control,Einband,male,prenesting,2a,NA,NA
2,1,15,cloudy,control,Einband,male,prenesting,3a,NA,NA
2,1,15,cloudy,control,Einband,male,prenesting,3a,NA,NA
2,1,15,cloudy,control,Einband,male,prenesting,3b,NA,NA
2,1,15,cloudy,control,Einband,male,prenesting,3c,NA,NA
2,1,15,cloudy,control,Einband,male,prenesting,3c,NA,NA
2,1,15,cloudy,control,Einband,male,prenesting,5c,NA,NA
2,2,15,rainy,control,Captain_Hook,male,prenesting,1b,3b,Gelbwange
2,2,15,rainy,control,Captain_Hook,male,prenesting,1b,3c,Gelbwange
2,2,15,rainy,control,Captain_Hook,male,prenesting,1b,2e,Gelbwange
2,2,15,rainy,control,Captain_Hook,male,prenesting,1b,NA,NA
2,2,15,rainy,control,Captain_Hook,male,prenesting,1b,NA,NA
2,2,15,rainy,control,Captain_Hook,male,prenesting,1b,NA,NA
2,2,15,rainy,control,Captain_Hook,male,prenesting,1b,NA,NA
2,2,15,rainy,control,Captain_Hook,male,prenesting,1b,NA,NA
2,2,15,rainy,control,Captain_Hook,male,prenesting,1b,NA,NA
2,2,15,rainy,control,Captain_Hook,male,prenesting,1b,NA,NA
2,2,15,rainy,control,Scruffy,female,prenesting,2a,3b,Gelbwange
2,2,15,rainy,control,Scruffy,female,prenesting,2a,NA,NA
2,2,15,rainy,control,Scruffy,female,prenesting,1b,NA,NA
2,2,15,rainy,control,Scruffy,female,prenesting,3c,NA,NA
2,2,15,rainy,control,Scruffy,female,prenesting,3c,NA,NA
2,2,15,rainy,control,Scruffy,female,prenesting,3c,NA,NA
2,2,15,rainy,control,Scruffy,female,prenesting,3c,NA,NA
2,2,15,rainy,control,Scruffy,female,prenesting,3c,NA,NA
2,2,15,rainy,control,Scruffy,female,prenesting,3c,NA,NA
2,2,15,rainy,control,Scruffy,female,prenesting,3c,NA,NA
2,2,15,rainy,control,Droopy,female,prenesting,4a,NA,NA
2,2,15,rainy,control,Droopy,female,prenesting,4a,NA,NA
2,2,15,rainy,control,Droopy,female,prenesting,4a,NA,NA
2,2,15,rainy,control,Droopy,female,prenesting,5a,NA,NA
2,2,15,rainy,control,Droopy,female,prenesting,5a,NA,NA
2,2,15,rainy,control,Droopy,female,prenesting,5a,NA,NA
2,2,15,rainy,control,Droopy,female,prenesting,5a,NA,NA
2,2,15,rainy,control,Droopy,female,prenesting,3b,NA,NA
2,2,15,rainy,control,Droopy,female,prenesting,3b,NA,NA
2,2,15,rainy,control,Droopy,female,prenesting,3c,NA,NA
2,2,15,rainy,control,Gelbwange,male,prenesting,2c,2c,Droopy
2,2,15,rainy,control,Gelbwange,male,prenesting,3c,3c,Einband
2,2,15,rainy,control,Gelbwange,male,prenesting,3c,2e,Gelbwange
2,2,15,rainy,control,Gelbwange,male,prenesting,3c,5e,Captain_Hook
2,2,15,rainy,control,Gelbwange,male,prenesting,3c,NA,NA
2,2,15,rainy,control,Gelbwange,male,prenesting,3c,NA,NA
2,2,15,rainy,control,Gelbwange,male,prenesting,2e,NA,NA
2,2,15,rainy,control,Gelbwange,male,prenesting,5e,NA,NA
2,2,15,rainy,control,Gelbwange,male,prenesting,5e,NA,NA
2,2,15,rainy,control,Gelbwange,male,prenesting,5e,NA,NA
2,2,15,rainy,control,Gelbbauch,female,prenesting,5b,NA,NA
2,2,15,rainy,control,Gelbbauch,female,prenesting,1d,NA,NA
2,2,15,rainy,control,Gelbbauch,female,prenesting,1d,NA,NA
2,2,15,rainy,control,Gelbbauch,female,prenesting,1d,NA,NA
2,2,15,rainy,control,Gelbbauch,female,prenesting,1d,NA,NA
2,2,15,rainy,control,Gelbbauch,female,prenesting,1d,NA,NA
2,2,15,rainy,control,Gelbbauch,female,prenesting,1d,NA,NA
2,2,15,rainy,control,Gelbbauch,female,prenesting,1d,NA,NA
2,2,15,rainy,control,Gelbbauch,female,prenesting,1d,NA,NA
2,2,15,rainy,control,Gelbbauch,female,prenesting,1d,NA,NA
2,2,15,rainy,control,Einband,male,prenesting,2a,2b,Captain_Hook
2,2,15,rainy,control,Einband,male,prenesting,2a,NA,NA
2,2,15,rainy,control,Einband,male,prenesting,2a,NA,NA
2,2,15,rainy,control,Einband,male,prenesting,2a,NA,NA
2,2,15,rainy,control,Einband,male,prenesting,2a,NA,NA
2,2,15,rainy,control,Einband,male,prenesting,2a,NA,NA
2,2,15,rainy,control,Einband,male,prenesting,2a,NA,NA
2,2,15,rainy,control,Einband,male,prenesting,2a,NA,NA
2,2,15,rainy,control,Einband,male,prenesting,2a,NA,NA
2,2,15,rainy,control,Einband,male,prenesting,2a,NA,NA
3,1,,rainy,control,Captain_Hook,male,breeding,3a,3b,Scruffy
3,1,,rainy,control,Captain_Hook,male,breeding,4a,5b,Gelbbauch
3,1,,rainy,control,Captain_Hook,male,breeding,4a,NA,NA
3,1,,rainy,control,Captain_Hook,male,breeding,3b,NA,NA
3,1,,rainy,control,Captain_Hook,male,breeding,4b,NA,NA
3,1,,rainy,control,Captain_Hook,male,breeding,5b,NA,NA
3,1,,rainy,control,Captain_Hook,male,breeding,5b,NA,NA
3,1,,rainy,control,Captain_Hook,male,breeding,5b,NA,NA
3,1,,rainy,control,Captain_Hook,male,breeding,5c,NA,NA
3,1,,rainy,control,Captain_Hook,male,breeding,5d,NA,NA
3,1,,rainy,control,Scruffy,female,prenesting,2a,1a,Gelbwange
3,1,,rainy,control,Scruffy,female,prenesting,2a,2a,Gelbwange
3,1,,rainy,control,Scruffy,female,prenesting,2a,NA,NA
3,1,,rainy,control,Scruffy,female,prenesting,2a,NA,NA
3,1,,rainy,control,Scruffy,female,prenesting,2a,NA,NA
3,1,,rainy,control,Scruffy,female,prenesting,2a,NA,NA
3,1,,rainy,control,Scruffy,female,prenesting,2a,NA,NA
3,1,,rainy,control,Scruffy,female,prenesting,2a,NA,NA
3,1,,rainy,control,Scruffy,female,prenesting,2a,NA,NA
3,1,,rainy,control,Scruffy,female,prenesting,2a,NA,NA
3,1,,rainy,control,Droopy,female,breeding,1b,NA,NA
3,1,,rainy,control,Droopy,female,breeding,1b,NA,NA
3,1,,rainy,control,Droopy,female,breeding,1b,NA,NA
3,1,,rainy,control,Droopy,female,breeding,1b,NA,NA
3,1,,rainy,control,Droopy,female,breeding,1b,NA,NA
3,1,,rainy,control,Droopy,female,breeding,1b,NA,NA
3,1,,rainy,control,Droopy,female,breeding,1b,NA,NA
3,1,,rainy,control,Droopy,female,breeding,1b,NA,NA
3,1,,rainy,control,Droopy,female,breeding,1b,NA,NA
3,1,,rainy,control,Droopy,female,breeding,1b,NA,NA
3,1,,rainy,control,Gelbwange,male,breeding,2a,NA,NA
3,1,,rainy,control,Gelbwange,male,breeding,2a,NA,NA
3,1,,rainy,control,Gelbwange,male,breeding,3a,NA,NA
3,1,,rainy,control,Gelbwange,male,breeding,3a,NA,NA
3,1,,rainy,control,Gelbwange,male,breeding,4a,NA,NA
3,1,,rainy,control,Gelbwange,male,breeding,4a,NA,NA
3,1,,rainy,control,Gelbwange,male,breeding,5a,NA,NA
3,1,,rainy,control,Gelbwange,male,breeding,1d,NA,NA
3,1,,rainy,control,Gelbwange,male,breeding,1d,NA,NA
3,1,,rainy,control,Gelbwange,male,breeding,2d,NA,NA
3,1,,rainy,control,Gelbbauch,female,breeding,4a,4a,Scruffy
3,1,,rainy,control,Gelbbauch,female,breeding,4a,NA,NA
3,1,,rainy,control,Gelbbauch,female,breeding,4b,NA,NA
3,1,,rainy,control,Gelbbauch,female,breeding,4b,NA,NA
3,1,,rainy,control,Gelbbauch,female,breeding,4b,NA,NA
3,1,,rainy,control,Gelbbauch,female,breeding,4b,NA,NA
3,1,,rainy,control,Gelbbauch,female,breeding,4b,NA,NA
3,1,,rainy,control,Gelbbauch,female,breeding,4b,NA,NA
3,1,,rainy,control,Gelbbauch,female,breeding,4b,NA,NA
3,1,,rainy,control,Gelbbauch,female,breeding,4c,NA,NA
3,1,,rainy,control,Einband,male,prenesting,2a,2a,Gelbwange
3,1,,rainy,control,Einband,male,prenesting,2a,2a,Gelbwange
3,1,,rainy,control,Einband,male,prenesting,2a,3a,Captain_Hook
3,1,,rainy,control,Einband,male,prenesting,2a,3a,Captain_Hook
3,1,,rainy,control,Einband,male,prenesting,2a,4a,Gelbwange
3,1,,rainy,control,Einband,male,prenesting,2a,2b,Gelbwange
3,1,,rainy,control,Einband,male,prenesting,2a,4b,Gelbbauch
3,1,,rainy,control,Einband,male,prenesting,2a,5b,Captain_Hook
3,1,,rainy,control,Einband,male,prenesting,2a,5b,Captain_Hook
3,1,,rainy,control,Einband,male,prenesting,2a,4c,Gelbwange
3,2,20,sunny,control,Captain_Hook,male,breeding,1b,3c,Gelbbauch
3,2,20,sunny,control,Captain_Hook,male,breeding,3b,NA,NA
3,2,20,sunny,control,Captain_Hook,male,breeding,1c,NA,NA
3,2,20,sunny,control,Captain_Hook,male,breeding,5e,NA,NA
3,2,20,sunny,control,Captain_Hook,male,breeding,5e,NA,NA
3,2,20,sunny,control,Captain_Hook,male,breeding,5e,NA,NA
3,2,20,sunny,control,Captain_Hook,male,breeding,5e,NA,NA
3,2,20,sunny,control,Captain_Hook,male,breeding,5e,NA,NA
3,2,20,sunny,control,Captain_Hook,male,breeding,5e,NA,NA
3,2,20,sunny,control,Captain_Hook,male,breeding,5e,NA,NA
3,2,20,sunny,control,Scruffy,female,prenesting,4a,NA,NA
3,2,20,sunny,control,Scruffy,female,prenesting,3c,NA,NA
3,2,20,sunny,control,Scruffy,female,prenesting,3c,NA,NA
3,2,20,sunny,control,Scruffy,female,prenesting,3c,NA,NA
3,2,20,sunny,control,Scruffy,female,prenesting,3c,NA,NA
3,2,20,sunny,control,Scruffy,female,prenesting,3c,NA,NA
3,2,20,sunny,control,Scruffy,female,prenesting,5c,NA,NA
3,2,20,sunny,control,Scruffy,female,prenesting,5c,NA,NA
3,2,20,sunny,control,Scruffy,female,prenesting,4d,NA,NA
3,2,20,sunny,control,Scruffy,female,prenesting,5e,NA,NA
3,2,20,sunny,control,Droopy,female,breeding,2a,2a,Gelbwange
3,2,20,sunny,control,Droopy,female,breeding,2a,2b,Scruffy
3,2,20,sunny,control,Droopy,female,breeding,2a,NA,NA
3,2,20,sunny,control,Droopy,female,breeding,2a,NA,NA
3,2,20,sunny,control,Droopy,female,breeding,2a,NA,NA
3,2,20,sunny,control,Droopy,female,breeding,2a,NA,NA
3,2,20,sunny,control,Droopy,female,breeding,3a,NA,NA
3,2,20,sunny,control,Droopy,female,breeding,5a,NA,NA
3,2,20,sunny,control,Droopy,female,breeding,3c,NA,NA
3,2,20,sunny,control,Droopy,female,breeding,4c,NA,NA
3,2,20,sunny,control,Gelbwange,male,breeding,1d,2a,Droopy
3,2,20,sunny,control,Gelbwange,male,breeding,1d,3c,Droopy
3,2,20,sunny,control,Gelbwange,male,breeding,1d,NA,NA
3,2,20,sunny,control,Gelbwange,male,breeding,1d,NA,NA
3,2,20,sunny,control,Gelbwange,male,breeding,1d,NA,NA
3,2,20,sunny,control,Gelbwange,male,breeding,1d,NA,NA
3,2,20,sunny,control,Gelbwange,male,breeding,1d,NA,NA
3,2,20,sunny,control,Gelbwange,male,breeding,1d,NA,NA
3,2,20,sunny,control,Gelbwange,male,breeding,1d,NA,NA
3,2,20,sunny,control,Gelbwange,male,breeding,1d,NA,NA
3,2,20,sunny,control,Gelbbauch,female,breeding,2a,2c,Captain_Hook
3,2,20,sunny,control,Gelbbauch,female,breeding,2a,NA,NA
3,2,20,sunny,control,Gelbbauch,female,breeding,2a,NA,NA
3,2,20,sunny,control,Gelbbauch,female,breeding,2a,NA,NA
3,2,20,sunny,control,Gelbbauch,female,breeding,4b,NA,NA
3,2,20,sunny,control,Gelbbauch,female,breeding,5b,NA,NA
3,2,20,sunny,control,Gelbbauch,female,breeding,3c,NA,NA
3,2,20,sunny,control,Gelbbauch,female,breeding,3c,NA,NA
3,2,20,sunny,control,Gelbbauch,female,breeding,3c,NA,NA
3,2,20,sunny,control,Gelbbauch,female,breeding,5d,NA,NA
3,2,20,sunny,control,Einband,male,prenesting,2a,NA,NA
3,2,20,sunny,control,Einband,male,prenesting,3c,NA,NA
3,2,20,sunny,control,Einband,male,prenesting,3c,NA,NA
3,2,20,sunny,control,Einband,male,prenesting,3c,NA,NA
3,2,20,sunny,control,Einband,male,prenesting,3c,NA,NA
3,2,20,sunny,control,Einband,male,prenesting,4c,NA,NA
3,2,20,sunny,control,Einband,male,prenesting,4c,NA,NA
3,2,20,sunny,control,Einband,male,prenesting,5c,NA,NA
3,2,20,sunny,control,Einband,male,prenesting,5c,NA,NA
3,2,20,sunny,control,Einband,male,prenesting,5c,NA,NA
